title,price,address,district,lat,lon,Общая площадь,Аренда части,Этаж,Высота потолков,Отделка,Мощность электросети,Планировка,Тип аренды,Арендные каникулы,Минимальный срок аренды,Платежи включены,Тип здания,Парковка,url,Класс здания,Количество парковочных мест,Вход,Отопление,Отдельный вход,Удалённость от дороги,Количество мест в коворкинге,Тип места,Работа в выходные,Режим работы с,Режим работы до,Удобства включены в стоимость,Ключевые удобства,Доступное оборудование,Еда и напитки,Услуги,Другое,Круглосуточный режим
Производство или склад в Иркутске,1,"Иркутская обл., Иркутск, ул. Розы Люксембург, 222Б/1",р-н Ленинский,52.36641719676497,104.1337968986806,10000 м²,nan,1,nan,nan,nan,nan,прямая,nan,nan,nan,другой,nan,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/proizvodstvo_ili_sklad_v_irkutske_7392226129?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 102.8 м²",130000,"Иркутская обл., Иркутск, ул. Лермонтова, 61",р-н Свердловский,52.269653,104.257807,102.8 м²,nan,1,nan,чистовая,11 кВт,nan,прямая,есть,12 мес.,nan,жилой дом,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_102.8_m_7361070006?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Склад, 460 м²",600,"Иркутская обл., Иркутский муниципальный округ, с. Мамоны, Центральная ул., 45",,52.323552,104.182465,460 м²,nan,1,6 м,чистовая,30 кВт,nan,прямая,nan,6 мес.,nan,другой,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/sklad_460_m_7306888966?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,A,15,nan,автономное,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 144 м²",120000,"Иркутская обл., Иркутск, ул. Зверева, 1/2",р-н Октябрьский,52.26702428046098,104.32807889814752,144 м²,nan,цокольный,3.3 м,чистовая,"25 кВт, можно увеличить",nan,прямая,есть,11 мес.,коммунальные,жилой дом,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_144_m_7400140159?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,50,с улицы,центральное,есть,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 1600 м²",450,"Иркутская обл., Иркутск, Горка, 8/15А",р-н Ленинский,52.36905961433187,104.1563254768252,1600 м²,возможна,1,9 м,чистовая,nan,nan,прямая,есть,nan,nan,другой,"на улице, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_1600_m_4442970858?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,со двора,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 129 м²",50700,"Иркутская обл., Иркутск, Ракитная ул., 22",р-н Свердловский,52.275891,104.210717,129 м²,nan,1,3.2 м,офисная,nan,nan,прямая,есть,12 мес.,коммунальные,административное здание,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_129_m_4299159497?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,nan,nan,вторая линия и дальше,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 60 м²",84000,"Иркутская обл., Иркутск, Верхняя наб., 133",р-н Октябрьский,52.258563,104.303477,60 м²,nan,1,5 м,без отделки,nan,nan,прямая,есть,11 мес.,nan,жилой дом,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_60_m_7416498996?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Офис,30000,"Иркутская обл., Иркутск, ул. Баррикад, 120",р-н Правобережный,52.2934227,104.3750534,12 м²,nan,1,nan,офисная,nan,открытая,прямая,есть,nan,nan,другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_7446553886?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 120 м²",132000,"Иркутская обл., Иркутск, Советская ул., 109Г",р-н Правобережный,52.280773,104.338584,120 м²,nan,3,2.5 м,офисная,nan,кабинетная,прямая,nan,11 мес.,"коммунальные, эксплуатационные",бизнес-центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_120_m_7446437203?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,B,20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 127 м²",227670,"Иркутская обл., Иркутск, Верхняя наб., 133",р-н Октябрьский,52.258563,104.303477,127 м²,nan,1,nan,без отделки,nan,nan,прямая,есть,nan,nan,жилой дом,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_127_m_7416794094?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офисы, 32 м², 49 м², 51 м² собственник",900,"Иркутская обл., Иркутск, ул. Степана Разина, 6",р-н Правобережный,52.285869,104.272189,32 м²,nan,5,nan,офисная,nan,кабинетная,прямая,есть,11 мес.,"коммунальные, эксплуатационные",бизнес-центр,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofisy_32_m_49_m_51_m_sobstvennik_2450144149?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 1973.3 м²",550,"Иркутская обл., Иркутск, ул. Сергеева, 3/1",р-н Свердловский,52.267608,104.221048,1973.3 м²,возможна,1,5 м,чистовая,nan,nan,прямая,есть,11 мес.,nan,бизнес-центр,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_1973.3_m_4530939778?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Торговая площадь,1100,"Иркутская обл., Иркутск, ул. Свердлова, 22",р-н Правобережный,52.28503036,104.2839127,100 м²,возможна,1,3.2 м,чистовая,15 кВт,nan,прямая,есть,11 мес.,nan,жилой дом,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_7448900444?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 13.5 м²",8360,"Иркутская обл., Иркутск, Полярная ул., 117А",р-н Ленинский,52.342521,104.263889,13 м²,nan,3,2.6 м,офисная,nan,кабинетная,прямая,nan,2 мес.,"коммунальные, эксплуатационные",административное здание,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_13.5_m_556296368?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Торговая площадь, 15 м²",70000,"Иркутская обл., Иркутск, Волжская ул., 9",р-н Октябрьский,52.264395,104.314527,15 м²,nan,1,2.6 м,чистовая,nan,nan,прямая,есть,nan,nan,другой,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_15_m_2183879677?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,нет,есть,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 15 м²",19000,"Иркутская обл., Иркутск, ул. Лермонтова, 81/14",р-н Свердловский,52.2652891512196,104.261323500413,15 м²,nan,1,nan,офисная,nan,кабинетная,прямая,есть,nan,nan,жилой дом,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_15_m_2027404718?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Торговая площадь, 50 м²",85000,"Иркутская обл., Иркутск, Байкальская ул., 174А",р-н Октябрьский,52.26111,104.317949,50 м²,nan,1,3 м,офисная,15 кВт,nan,прямая,nan,11 мес.,nan,торговый центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_50_m_7329130015?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,10,с улицы,центральное,nan,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Аренда в центе под офис, бьюти, магазин от7 до100м",900,"Иркутская обл., Иркутск, ул. Литвинова, 16",р-н Правобережный,52.281177709840414,104.29261330422972,10 м²,возможна,1,nan,чистовая,nan,nan,прямая,есть,1 мес.,"коммунальные, эксплуатационные",торговый центр,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/arenda_v_tsente_pod_ofis_byuti_magazin_ot7_do100m_2357902383?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Склад морозильный (холодильный) 100 м2 битцер,30000,"Иркутская обл., Иркутск, ул. Воровского, 29",р-н Ленинский,52.33268738,104.2552261,100 м²,nan,1,nan,nan,nan,nan,прямая,есть,nan,nan,другой,"на улице, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/sklad_morozilnyy_holodilnyy_100_m2_bittser_7369006036?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,C,nan,nan,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 36 м²",28300,"Иркутская обл., Иркутск, ул. Франк-Каменецкого, 19",р-н Правобережный,52.2899323591344,104.299438255674,36 м²,nan,2,nan,офисная,nan,nan,прямая,есть,nan,nan,бизнес-центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_36_m_1835549870?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,со двора,центральное,nan,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Склад, 700 м²",300,"Иркутская обл., Иркутск, ул. Воровского, 19Б",р-н Ленинский,52.339071,104.24939,700 м²,возможна,1,7.5 м,чистовая,nan,nan,прямая,nan,1 мес.,"коммунальные, эксплуатационные",другой,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/sklad_700_m_7446712318?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,центральное,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Сдаются в аренду 682 м2 на базе,250000,"Иркутская обл., Иркутск, Полярная ул., 95",р-н Ленинский,52.334647,104.267563,550 м²,nan,1,nan,офисная,200 кВт,nan,субаренда,есть,nan,nan,административное здание,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/sdayutsya_v_arendu_682_m2_na_baze_4802349179?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Офисы в новом Бизнес-центре,1800,"Иркутская обл., Иркутск, ул. Кожова, 22",р-н Октябрьский,52.270987,104.290551,6000 м²,nan,3,3 м,офисная,400 кВт,кабинетная,прямая,есть,nan,nan,бизнес-центр,в здании,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofisy_v_novom_biznes-tsentre_7393242626?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Помещение 124 кв м,1000,"Иркутская обл., Иркутск, ул. Декабрьских Событий, 78И",р-н Правобережный,52.28539658,104.3026428,124 м²,возможна,nan,3.2 м,чистовая,nan,nan,прямая,есть,12 мес.,коммунальные,административное здание,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/pomeschenie_124_kv_m_7300020654?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,15,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Склад, 630 м²",378000,"Иркутская обл., Иркутский муниципальный округ, с. Пивовариха, Дорожная ул., 1",,52.274078,104.457152,630 м²,nan,1,7.5 м,без отделки,nan,nan,прямая,nan,12 мес.,nan,другой,nan,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/sklad_630_m_4961964590?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,автономное,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 70 м²",95200,"Иркутская обл., Иркутск, Советская ул., 115/1",р-н Правобережный,52.28004,104.343659,70 м²,nan,1,4 м,без отделки,nan,nan,прямая,есть,11 мес.,эксплуатационные,жилой дом,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_70_m_3896674961?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,центральное,есть,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 20 м²",20000,"Иркутская обл., Иркутск, ул. Свердлова, 11",р-н Правобережный,52.283115,104.276851,20 м²,nan,1,3 м,офисная,"20 кВт, можно увеличить",кабинетная,прямая,nan,nan,nan,жилой дом,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_20_m_5153891386?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Производство, 300 м²",1000,"Иркутская обл., Иркутск, Старо-Кузьмихинская ул., 91/1",р-н Свердловский,52.239734,104.304582,300 м²,nan,1,5 м,без отделки,"15 кВт, можно увеличить",nan,прямая,nan,12 мес.,nan,административное здание,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/proizvodstvo_300_m_7478341290?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,10,nan,центральное,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 8 м²",10000,"Иркутская обл., Иркутск, Космический пр., 5",р-н Правобережный,52.28248215,104.3418961,8 м²,nan,цокольный,2.5 м,офисная,18 кВт,nan,прямая,есть,12 мес.,"коммунальные, эксплуатационные",жилой дом,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_8_m_7389835003?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,30,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 15 м²",16000,"Иркутская обл., Иркутск, Депутатская ул., 75/1",р-н Октябрьский,52.264401,104.331765,15 м²,nan,1,nan,офисная,220 кВт,nan,прямая,nan,11 мес.,"коммунальные, эксплуатационные",жилой дом,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_15_m_7456041284?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,центральное,nan,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офисное помещение, 126 кв. м",52000,"Иркутская обл., Иркутск, ул. Сурнова, 22",р-н Правобережный,52.30904,104.294586,126 м²,nan,2,3 м,офисная,nan,nan,прямая,есть,11 мес.,nan,административное здание,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofisnoe_pomeschenie_126_kv._m_1760000961?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 22 м²",20000,"Иркутская обл., Иркутск, ул. Карла Маркса, 41",р-н Правобережный,52.288061,104.29185,22 м²,nan,2,4 м,офисная,nan,кабинетная,прямая,nan,nan,"коммунальные, эксплуатационные",жилой дом,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_22_m_1102840581?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 1 м²",1200,"Иркутская обл., Иркутск, Красноярская ул., 31/1",р-н Октябрьский,52.279274,104.330445,1 м²,nan,3,3 м,чистовая,nan,кабинетная,прямая,nan,11 мес.,"коммунальные, эксплуатационные",бизнес-центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_1_m_1872875309?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 321.1 м²",256880,"Иркутская обл., Иркутск, ул. Тимирязева, 18",р-н Правобережный,52.280167,104.295959,321.1 м²,nan,1,nan,чистовая,nan,nan,прямая,nan,nan,nan,другой,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_321.1_m_7462625572?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,центральное,есть,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 12 м²",11000,"Иркутская обл., Иркутск, б-р Рябикова, 36/3",р-н Свердловский,52.261535,104.211158,12 м²,nan,цокольный,nan,офисная,nan,nan,прямая,есть,nan,коммунальные,жилой дом,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_12_m_964327309?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 35 м²",33250,"Иркутская обл., Иркутск, ул. Декабрьских Событий, 57",р-н Правобережный,52.287599,104.300953,35 м²,nan,7,nan,офисная,nan,открытая,прямая,nan,11 мес.,коммунальные,административное здание,нет,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_35_m_2002660614?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Сдаю помещение производственное,55000,"Иркутская обл., Иркутск, Полярная ул., 95",р-н Ленинский,52.334647,104.267563,152 м²,nan,1,3.2 м,офисная,100 кВт,nan,субаренда,есть,nan,nan,другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/sdayu_pomeschenie_proizvodstvennoe_5089513342?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 20 м²",25000,"Иркутская обл., Иркутск, Байкальская ул., 124/3",р-н Октябрьский,52.262532,104.30982,20 м²,nan,2,2.7 м,офисная,nan,nan,субаренда,есть,nan,коммунальные,жилой дом,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_20_m_2183474895?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Универсальное помещение, 41 кв.м",55000,"Иркутская обл., Иркутск, Байкальская ул., 418",р-н Октябрьский,52.252913,104.380113,41 м²,nan,1,nan,офисная,nan,nan,прямая,nan,nan,nan,жилой дом,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/universalnoe_pomeschenie_41_kv.m_4207476831?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMQ1ZuR1RocmlZUkxKMGRKIjt9V2ANnz8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
